ltable_id,rtable_id,label,score,phase,index
665,2917,0,0.845,stable,871
231,1712,0,0.605,stable,872
146,1162,0,0.0,stable,873
273,1214,0,0.0,stable,874
1114,2425,0,0.21,stable,875
389,3023,0,0.17,stable,876
512,2791,0,0.0,stable,877
219,728,0,0.0,stable,878
211,1636,0,0.105,stable,879
270,1007,0,0.0,stable,880
700,412,1,0.7315,stable,881
599,3009,0,0.05375,stable,882
584,1169,0,0.05,stable,883
897,939,0,0.0,stable,884
654,2998,0,0.0,stable,885
851,2402,0,0.04,stable,886
615,99,0,0.0,stable,887
531,2513,1,0.535,stable,888
654,2112,0,0.0,stable,889
1322,324,0,0.185,stable,890
1086,1109,0,0.01,stable,891
1273,2471,1,0.885,stable,892
753,2961,0,0.0,stable,893
328,3043,0,0.145,stable,894
297,2967,0,0.43,stable,895
992,2247,1,0.225,stable,896
823,904,0,0.0,stable,897
1105,1433,0,0.135,stable,898
837,893,0,0.0,stable,899
346,1164,0,0.05,stable,900
35,2544,0,0.0,stable,901
443,2959,0,0.0,stable,902
389,1666,0,0.12,stable,903
516,1678,0,0.01,stable,904
470,1980,0,0.105,stable,905
866,314,0,0.005,stable,906
381,2640,1,0.82,stable,907
711,279,0,0.0,stable,908
26,242,0,0.005,stable,909
1289,3157,0,0.085,stable,910
282,2986,0,0.0,stable,911
616,1514,1,0.565,stable,912
412,917,0,0.015,stable,913
574,2816,0,0.0,stable,914
547,915,0,0.0,stable,915
606,1010,0,0.115,stable,916
1185,3202,0,0.06,stable,917
1011,1090,0,0.075,stable,918
1019,1485,0,0.0,stable,919
371,2837,0,0.19,stable,920
287,330,0,0.0,stable,921
1179,342,0,0.0,stable,922
858,3187,0,0.7692857142857144,stable,923
565,372,0,0.0,stable,924
368,2864,0,0.555,stable,925
17,1984,1,0.455,stable,926
574,3215,0,0.0,stable,927
532,2302,0,0.525,stable,928
1118,338,0,0.004375,stable,929
910,75,0,0.0,stable,930
883,372,0,0.0,stable,931
823,2206,0,0.0,stable,932
1258,2402,1,1.0,stable,933
580,922,0,0.0,stable,934
514,2816,0,0.0,stable,935
1272,783,0,0.0,stable,936
773,2316,0,0.175,stable,937
937,1551,0,0.005,stable,938
1281,3162,0,0.38,stable,939
999,1103,0,0.11,stable,940
1225,1373,0,0.0,stable,941
1293,2998,0,0.15,stable,942
858,2853,0,0.0,stable,943
606,998,0,0.0,stable,944
527,216,0,0.0,stable,945
606,1159,0,0.0,stable,946
625,127,0,0.215,stable,947
514,1497,0,0.0,stable,948
965,2819,0,0.02,stable,949
528,3087,0,0.0,stable,950
772,923,0,0.0,stable,951
1185,535,0,0.335,stable,952
646,832,0,0.175,stable,953
1221,2323,0,0.028999999999999998,stable,954
1170,1167,0,0.015,stable,955
1308,2367,0,0.0,stable,956
1105,2720,0,0.005,stable,957
572,954,0,0.9693478260869566,stable,958
851,2273,0,0.015,stable,959
67,1117,0,0.0,stable,960
641,333,1,0.695,stable,961
726,2788,1,0.755,stable,962
157,37,0,0.145,stable,963
799,2612,0,0.005,stable,964
1186,946,0,0.0,stable,965
254,1777,0,0.02,stable,966
1322,893,0,0.0,stable,967
382,216,0,0.0,stable,968
46,2622,0,0.015,stable,969
216,1564,0,0.04,stable,970
1272,1039,0,0.01,stable,971
431,1715,0,0.0,stable,972
1096,1351,1,1.0,stable,973
282,2987,0,0.015,stable,974
211,3091,0,0.0,stable,975
1179,2850,0,0.0,stable,976
948,2077,0,0.305,stable,977
1279,523,0,0.0,stable,978
753,3199,0,0.0,stable,979
287,2141,0,0.0,stable,980
1177,1585,0,0.0,stable,981
474,998,0,0.0,stable,982
858,1207,0,0.04,stable,983
444,2048,0,0.015,stable,984
943,880,1,0.93,stable,985
823,1162,0,0.08,stable,986
1330,508,0,0.035,stable,987
1326,678,1,0.72,stable,988
551,2216,0,0.0,stable,989
1074,2095,1,0.825,stable,990
454,2945,0,0.275,stable,991
517,566,0,0.01,stable,992
504,531,0,0.0,stable,993
1078,2402,0,0.0,stable,994
670,558,0,0.0,stable,995
547,2877,1,0.59,stable,996
279,1437,0,0.06,stable,997
323,3119,0,0.3333551587301587,stable,998
1179,1816,0,0.0,stable,999
24,1583,0,0.52,stable,1000
371,2206,0,0.0,stable,1001
132,582,0,0.005,stable,1002
823,1514,0,0.245,stable,1003
93,1643,0,0.15,stable,1004
559,176,0,0.01,stable,1005
515,2227,0,0.005,stable,1006
274,647,0,0.0,stable,1007
736,2193,0,0.0,stable,1008
1272,1048,1,0.368,stable,1009
604,2848,0,0.0,stable,1010
1310,2771,0,0.5,stable,1011
617,2999,0,0.04,stable,1012
1127,2392,0,0.0,stable,1013
41,851,0,0.0,stable,1014
1287,2065,0,0.205,stable,1015
248,36,0,0.065,stable,1016
1329,2143,1,0.23,stable,1017
1099,2922,0,0.245,stable,1018
1038,2310,0,0.005,stable,1019
514,3027,0,0.045,stable,1020
402,2945,0,0.665,stable,1021
369,3007,0,0.29,stable,1022
157,49,0,0.48,stable,1023
587,2833,0,0.0,stable,1024
602,71,0,0.0,stable,1025
1257,2030,0,0.525,stable,1026
1287,1039,0,0.02,stable,1027
1001,2550,0,0.005,stable,1028
1287,1733,0,0.69,stable,1029
622,878,0,0.005,stable,1030
516,960,0,0.215,stable,1031
271,945,0,0.0,stable,1032
6,327,0,0.005,stable,1033
371,2848,0,0.335,stable,1034
101,1670,1,0.593125,stable,1035
135,1922,0,0.0,stable,1036
1326,2105,0,0.015,stable,1037
1075,1384,0,0.01,stable,1038
316,305,0,0.42,stable,1039
35,2050,0,0.01,stable,1040
541,1007,0,0.02,stable,1041
517,372,0,0.0,stable,1042
859,802,0,0.005,stable,1043
441,1059,0,0.7049722222222222,stable,1044
317,1928,0,0.15,stable,1045
285,2946,0,0.18,stable,1046
751,3167,0,0.02,stable,1047
515,307,0,0.0,stable,1048
561,3034,0,0.0,stable,1049
350,430,0,0.00875,stable,1050
574,1636,0,0.105,stable,1051
7,1617,0,0.19,stable,1052
1139,2502,0,0.0,stable,1053
1177,2833,0,0.075,stable,1054
522,1120,0,0.0,stable,1055
146,2316,0,0.09,stable,1056
574,1010,0,0.0,stable,1057
856,3111,0,0.03,stable,1058
883,3188,0,0.0,stable,1059
766,389,1,0.65,stable,1060
146,998,0,0.02,stable,1061
1246,1321,0,0.01,stable,1062
26,921,0,0.0,stable,1063
543,1151,0,0.03,stable,1064
364,2503,0,0.005,stable,1065
5,202,0,0.09,stable,1066
361,558,0,0.01,stable,1067
804,1355,0,0.25,stable,1068
1229,902,0,0.005,stable,1069
1148,2839,0,0.015,stable,1070
512,286,0,0.77,stable,1071
1324,1115,0,0.03,stable,1072
124,1442,0,0.095,stable,1073
1004,2270,0,0.185,stable,1074
1341,3016,0,0.015,stable,1075
1258,1083,0,0.0,stable,1076
789,3108,0,0.0,stable,1077
518,945,0,0.09,stable,1078
1258,1040,0,0.048125,stable,1079
26,4,0,0.03,stable,1080
348,332,0,0.0,stable,1081
734,2060,0,0.04,stable,1082
455,769,0,0.520640873015873,stable,1083
355,2004,0,0.62,stable,1084
1014,2987,0,0.015,stable,1085
1321,1475,0,0.01,stable,1086
620,190,1,0.765,stable,1087
565,1017,0,0.005,stable,1088
737,639,0,0.0,stable,1089
827,2756,0,0.0,stable,1090
1204,3127,0,0.01,stable,1091
527,182,0,0.0,stable,1092
639,322,1,0.44,stable,1093
774,2393,0,0.0,stable,1094
1176,2395,0,0.005,stable,1095
883,531,0,0.0,stable,1096
599,3016,0,0.01,stable,1097
606,1095,0,0.0,stable,1098
2,1881,1,0.115,stable,1099
858,3027,0,0.03,stable,1100
1252,145,0,0.12,stable,1101
803,354,0,0.135,stable,1102
109,3048,0,0.415,stable,1103
1293,1485,0,0.38833333333333336,stable,1104
662,3160,0,0.0,stable,1105
781,1686,0,0.03,stable,1106
804,2207,0,0.16166666666666668,stable,1107
455,3036,0,0.145,stable,1108
271,1007,0,0.0,stable,1109
321,2174,0,0.0,stable,1110
46,2078,1,0.65,stable,1111
903,2027,0,0.2,stable,1112
484,3224,0,0.0,stable,1113
1190,2399,0,0.379,stable,1114
1055,772,0,0.8313349567099567,stable,1115
562,430,0,0.0,stable,1116
820,691,1,0.63,stable,1117
653,2402,0,0.005,stable,1118
950,294,0,0.0,stable,1119
44,2996,0,0.36,stable,1120
1048,1140,0,0.0,stable,1121
581,1690,0,0.2,stable,1122
946,1157,0,0.0,stable,1123
763,1647,0,0.115,stable,1124
753,3126,0,0.0,stable,1125
1115,2273,0,0.09,stable,1126
678,260,1,0.56,stable,1127
1177,3199,0,0.0,stable,1128
556,2501,0,0.11,stable,1129
453,2987,0,0.0,stable,1130
348,1512,0,0.0,stable,1131
1177,1182,0,0.005,stable,1132
858,2833,0,0.0,stable,1133
736,324,0,0.0,stable,1134
594,3070,0,0.0,stable,1135
641,147,0,0.305,stable,1136
1278,653,0,0.0,stable,1137
128,2253,0,0.24,stable,1138
632,1026,0,0.0,stable,1139
171,1182,0,0.015,stable,1140
518,1105,0,0.0,stable,1141
579,2318,0,0.005,stable,1142
516,558,0,0.0,stable,1143
570,784,0,0.08,stable,1144
892,960,0,0.01,stable,1145
1174,923,1,0.595,stable,1146
1044,2566,0,0.855,stable,1147
823,1170,0,0.095,stable,1148
556,3009,0,0.215,stable,1149
604,1163,0,0.0,stable,1150
578,3091,0,0.01,stable,1151
284,2363,0,0.465,stable,1152
1257,1039,0,0.005,stable,1153
23,2039,0,0.095,stable,1154
109,2227,1,0.224375,stable,1155
1290,2490,0,0.0,stable,1156
312,663,0,0.645,stable,1157
604,808,0,0.0,stable,1158
382,2292,0,0.0,stable,1159
605,2853,0,0.165,stable,1160
502,1651,0,0.11,stable,1161
502,1785,0,0.115,stable,1162
974,2307,0,0.94,stable,1163
1180,2132,1,0.28,stable,1164
965,2314,1,0.585,stable,1165
837,1180,0,0.0,stable,1166
876,151,0,0.07,stable,1167
784,2577,1,0.82,stable,1168
1269,2085,0,0.0,stable,1169
828,2819,0,0.42,stable,1170
632,2792,0,0.0,stable,1171
549,1738,0,0.0,stable,1172
269,1973,0,0.475,stable,1173
1009,817,1,0.235,stable,1174
1080,2026,0,0.06,stable,1175
45,163,0,0.015,stable,1176
944,2550,0,0.005,stable,1177
789,2562,1,0.47,stable,1178
602,1150,0,0.0,stable,1179
554,647,0,0.0,stable,1180
1053,759,1,0.825,stable,1181
1124,878,0,0.0,stable,1182
1105,2926,0,0.0,stable,1183
1150,925,1,0.5838888888888889,stable,1184
258,2669,0,0.0,stable,1185
858,3190,0,0.0,stable,1186
565,531,0,0.0,stable,1187
565,369,0,0.08,stable,1188
823,998,0,0.035,stable,1189
574,3199,0,0.0,stable,1190
1068,1157,0,0.185,stable,1191
310,2161,0,0.105,stable,1192
632,2688,0,0.01,stable,1193
875,1031,0,0.12,stable,1194
1242,1139,0,0.005,stable,1195
133,1875,0,0.04,stable,1196
1116,3067,0,0.02,stable,1197
616,286,0,0.02,stable,1198
731,196,0,0.0,stable,1199
1264,1433,0,0.0,stable,1200
1243,517,1,0.08,stable,1201
1341,307,0,0.0,stable,1202
652,3216,0,0.01,stable,1203
337,3061,0,0.275,stable,1204
1177,1497,0,0.0,stable,1205
207,1525,1,0.145,stable,1206
1348,600,1,0.65,stable,1207
418,2884,0,0.23317098662207358,stable,1208
1071,1197,0,0.38,stable,1209
645,286,0,0.085,stable,1210
760,577,0,0.085,stable,1211
264,1180,0,0.005,stable,1212
662,1720,0,0.125,stable,1213
1264,792,0,0.215,stable,1214
1321,307,0,0.015,stable,1215
606,2998,0,0.0,stable,1216
225,1518,0,0.005,stable,1217
619,290,1,0.66,stable,1218
881,2283,0,0.225,stable,1219
512,915,0,0.005,stable,1220
368,603,0,0.18,stable,1221
389,423,0,0.05,stable,1222
615,954,0,0.005,stable,1223
859,2398,0,0.23,stable,1224
930,2860,0,0.005,stable,1225
523,1137,0,0.0,stable,1226
157,3164,0,0.19,stable,1227
541,2877,0,0.115,stable,1228
79,2489,0,0.645,stable,1229
710,2565,0,0.465,stable,1230
837,3166,0,0.005,stable,1231
78,1584,0,0.0,stable,1232
520,1402,0,0.005,stable,1233
891,2860,0,0.0,stable,1234
518,2195,0,0.0,stable,1235
176,1475,1,0.965,stable,1236
222,2685,0,0.0,stable,1237
433,2242,1,0.489375,stable,1238
539,2843,0,0.0,stable,1239
1353,3021,0,0.01,stable,1240
609,3134,0,0.005,stable,1241
522,2867,0,0.0,stable,1242
272,1186,0,0.0,stable,1243
230,2334,0,0.0,stable,1244
608,521,0,0.0,stable,1245
944,1167,0,0.0,stable,1246
597,521,1,0.5420357142857143,stable,1247
1270,466,1,0.905,stable,1248
654,533,0,0.015,stable,1249
875,178,0,0.0,stable,1250
876,324,0,0.0,stable,1251
1322,921,0,0.05,stable,1252
511,2863,0,0.04,stable,1253
731,647,0,0.0,stable,1254
779,535,0,0.265,stable,1255
604,2137,0,0.0,stable,1256
1182,2608,0,0.015,stable,1257
264,331,0,0.045,stable,1258
250,1923,0,0.0,stable,1259
562,954,1,0.915,stable,1260
1162,2238,0,0.015,stable,1261
465,99,0,0.0,stable,1262
431,3109,1,0.53,stable,1263
1229,1082,1,0.18,stable,1264
348,375,0,0.0,stable,1265
941,2264,0,0.015,stable,1266
632,1497,0,0.0,stable,1267
532,1311,0,0.715,stable,1268
1053,2045,0,0.01,stable,1269
645,2853,0,0.145,stable,1270
1170,2331,0,0.02661904761904762,stable,1271
900,333,0,0.305,stable,1272
1008,1190,0,0.0,stable,1273
605,2818,0,0.005,stable,1274
26,2391,0,0.0,stable,1275
145,375,0,0.0,stable,1276
1259,2544,0,0.0,stable,1277
1174,176,0,0.23,stable,1278
734,2045,0,0.01,stable,1279
198,125,0,0.0,stable,1280
821,185,1,0.935,stable,1281
851,1955,0,0.05,stable,1282
1036,3036,0,0.165,stable,1283
500,1157,0,0.105,stable,1284
934,663,0,0.495,stable,1285
566,2799,0,0.1,stable,1286
892,426,0,0.09,stable,1287
999,1870,0,0.175,stable,1288
592,2154,0,0.0,stable,1289
181,534,0,0.01,stable,1290
114,3080,0,0.0,stable,1291
1198,1108,0,0.61,stable,1292
858,2137,0,0.02,stable,1293
592,372,0,0.18,stable,1294
1175,265,0,0.005,stable,1295
1353,260,0,0.13,stable,1296
1072,561,0,0.01,stable,1297
578,2837,0,0.0,stable,1298
6,192,0,0.005,stable,1299
910,1865,0,0.005,stable,1300
654,2766,0,0.03,stable,1301
1174,521,0,0.0,stable,1302
517,465,0,0.14,stable,1303
1038,2046,0,0.115,stable,1304
837,368,0,0.0,stable,1305
602,254,0,0.0,stable,1306
1300,1140,0,0.545,stable,1307
222,1006,0,0.02,stable,1308
1292,36,0,0.085,stable,1309
799,1961,0,0.0,stable,1310
516,70,0,0.0,stable,1311
100,1542,0,0.125,stable,1312
548,3034,0,0.525,stable,1313
176,2062,0,0.0,stable,1314
1300,840,0,0.78,stable,1315
648,1534,0,0.11,stable,1316
303,3,0,0.015,stable,1317
1078,2432,0,0.005,stable,1318
271,2837,0,0.0,stable,1319
650,2450,0,0.0,stable,1320
401,2948,0,0.249375,stable,1321
1138,934,1,0.7635,stable,1322
554,2143,0,0.61,stable,1323
93,375,0,0.055,stable,1324
350,3161,0,0.6159523809523809,stable,1325
1257,1083,0,0.005,stable,1326
516,75,0,0.005,stable,1327
981,621,0,0.48035714285714287,stable,1328
760,1464,0,0.005,stable,1329
1105,3056,0,0.005,stable,1330
88,521,0,0.03,stable,1331
584,1497,0,0.0,stable,1332
999,2002,0,0.025,stable,1333
961,1140,0,0.1383333333333333,stable,1334
797,2799,0,0.22,stable,1335
228,1011,0,0.0,stable,1336
1272,1083,0,0.005,stable,1337
511,1159,0,0.0,stable,1338
251,1893,0,0.0,stable,1339
1262,352,0,0.0,stable,1340
55,2105,1,0.5413888888888888,stable,1341
580,3133,0,0.0,stable,1342
628,625,0,0.51,stable,1343
515,196,0,0.004285714285714285,stable,1344
389,836,0,0.5392857142857143,stable,1345
516,984,0,0.0,stable,1346
605,2867,0,0.0,stable,1347
736,4,1,0.569,stable,1348
522,945,0,0.02,stable,1349
787,2567,1,0.8588860028860029,stable,1350
656,229,1,0.09,stable,1351
1322,190,0,0.005,stable,1352
281,2990,0,0.4319572466865666,stable,1353
515,260,0,0.0,stable,1354
1145,2863,0,0.0,stable,1355
359,1561,0,0.405,stable,1356
875,165,0,0.005,stable,1357
1026,2327,1,0.065,stable,1358
930,521,0,0.0,stable,1359
1259,456,1,0.87,stable,1360
452,324,0,0.005,stable,1361
851,2400,0,0.01,stable,1362
930,531,0,0.0,stable,1363
465,917,0,0.0,stable,1364
858,3171,0,0.0,stable,1365
1303,3110,0,0.005,stable,1366
349,2076,0,0.005,stable,1367
657,288,0,0.13,stable,1368
856,2323,0,0.06,stable,1369
132,344,0,0.15,stable,1370
559,331,0,0.015,stable,1371
866,700,0,0.6574929653679655,stable,1372
71,1559,0,0.055,stable,1373
444,2757,0,0.185,stable,1374
1105,1427,0,0.6,drift,1375
993,3080,0,0.125,drift,1376
267,750,0,0.4697826086956522,drift,1377
371,2863,0,0.05,drift,1378
325,3108,0,0.15,drift,1379
736,893,0,0.115,drift,1380
661,521,0,0.05866666666666667,drift,1381
465,1146,0,0.65,drift,1382
1357,413,0,0.13,drift,1383
799,804,1,0.32,drift,1384
1116,966,0,0.02,drift,1385
1272,1062,0,0.085,drift,1386
1257,792,0,0.025,drift,1387
216,430,0,0.0,drift,1388
556,3022,0,0.95,drift,1389
558,2851,1,0.46065453925365246,drift,1390
584,1137,0,0.2847826086956522,drift,1391
510,1837,0,0.17,drift,1392
779,2587,1,0.627483552631579,drift,1393
1005,891,0,0.22799999999999998,drift,1394
724,2788,0,0.9025773918916449,drift,1395
137,1717,0,0.07,drift,1396
484,190,0,0.05866666666666667,drift,1397
999,2263,1,0.315,drift,1398
316,1762,0,0.24,drift,1399
326,3113,0,0.195,drift,1400
1145,3091,0,0.015,drift,1401
26,954,0,0.04,drift,1402
615,331,0,0.035,drift,1403
523,1514,0,0.105,drift,1404
121,1768,1,0.23,drift,1405
188,1513,1,0.335,drift,1406
302,2983,0,0.6827678571428573,drift,1407
1145,1686,0,0.005,drift,1408
357,1437,0,0.005,drift,1409
263,52,0,0.035,drift,1410
837,145,0,0.135,drift,1411
518,2818,0,0.03,drift,1412
599,2313,0,0.28201067887109077,drift,1413
1303,3106,0,0.155,drift,1414
1284,1080,1,0.214375,drift,1415
546,145,0,0.52,drift,1416
520,1099,0,0.354,drift,1417
142,92,0,0.365,drift,1418
1349,354,0,0.0,drift,1419
722,1117,0,0.0,drift,1420
319,3110,0,0.04,drift,1421
512,3027,0,0.07,drift,1422
1119,2135,0,0.48,drift,1423
930,2839,0,0.0,drift,1424
253,469,0,0.015,drift,1425
615,372,0,0.25,drift,1426
264,371,0,0.09,drift,1427
176,1666,0,0.8990070206706788,drift,1428
348,1497,0,0.9649129665954811,drift,1429
345,1520,1,0.09,drift,1430
126,2914,0,0.02,drift,1431
172,1962,0,0.165,drift,1432
859,2478,0,0.8990070206706788,drift,1433
910,955,0,0.0,drift,1434
638,327,1,0.47069242002501016,drift,1435
97,1637,1,0.38,drift,1436
322,939,0,0.0,drift,1437
3,1385,0,0.0,drift,1438
276,2161,0,0.0,drift,1439
467,2084,0,0.085,drift,1440
1334,566,0,0.354,drift,1441
825,2620,1,0.255,drift,1442
553,371,0,0.105,drift,1443
1290,2765,0,0.085,drift,1444
1011,948,0,0.01,drift,1445
541,1686,0,0.039,drift,1446
829,1072,0,0.0,drift,1447
211,726,0,0.095,drift,1448
837,426,0,0.0,drift,1449
608,1017,0,0.17921052631578946,drift,1450
874,788,0,0.225,drift,1451
1146,2452,0,0.0,drift,1452
705,2920,0,0.095,drift,1453
951,2915,0,0.0,drift,1454
672,2846,1,0.9649129665954811,drift,1455
1337,2117,0,0.2,drift,1456
1269,2065,0,0.42375,drift,1457
44,845,0,0.165,drift,1458
793,1690,0,0.9,drift,1459
753,2112,0,0.0,drift,1460
325,3106,0,0.075,drift,1461
620,521,0,0.0,drift,1462
543,331,0,0.0,drift,1463
371,915,0,0.03,drift,1464
145,2600,0,0.0,drift,1465
547,1105,0,0.375,drift,1466
747,248,0,0.13,drift,1467
258,1767,0,0.19645833333333332,drift,1468
448,2147,1,0.5530649721604104,drift,1469
1066,2023,0,0.0,drift,1470
582,2799,0,0.095,drift,1471
265,984,0,0.12,drift,1472
991,832,1,0.0,drift,1473
608,192,0,0.0,drift,1474
852,1446,0,0.0,drift,1475
168,2820,0,0.325,drift,1476
1018,398,0,0.005,drift,1477
605,1011,0,0.025,drift,1478
409,2902,0,0.115,drift,1479
169,1501,1,0.7124596883118302,drift,1480
773,2137,0,0.105,drift,1481
484,3019,0,0.0,drift,1482
88,893,0,0.01,drift,1483
287,2591,0,0.0,drift,1484
858,2497,0,0.0,drift,1485
578,2165,0,0.005,drift,1486
1145,2847,0,0.315,drift,1487
134,1882,0,0.18899999999999997,drift,1488
971,260,0,0.165,drift,1489
709,2768,0,0.5975,drift,1490
837,954,0,0.21,drift,1491
1315,671,0,0.04,drift,1492
322,893,0,0.175,drift,1493
1275,783,0,0.125,drift,1494
1080,2057,0,0.14,drift,1495
539,3062,0,0.025,drift,1496
60,2106,1,0.105,drift,1497
202,2219,0,0.12,drift,1498
571,915,0,0.02,drift,1499
517,750,0,0.09480000000000001,drift,1500
285,3030,1,0.9649129665954811,drift,1501
614,998,0,0.07,drift,1502
515,621,0,0.0,drift,1503
154,1896,0,0.06,drift,1504
578,2867,0,0.0,drift,1505
93,2850,0,0.48,drift,1506
588,3161,0,0.32909090909090905,drift,1507
550,2419,0,0.59,drift,1508
157,1865,0,0.05,drift,1509
546,1900,0,0.2,drift,1510
50,2962,0,0.3665499186423771,drift,1511
1130,521,0,0.07433333333333333,drift,1512
960,2325,0,0.0,drift,1513
432,208,0,0.025,drift,1514
331,3106,0,0.075,drift,1515
774,1675,0,0.135,drift,1516
1349,977,0,0.0,drift,1517
1050,2986,0,0.015,drift,1518
412,2193,0,0.035,drift,1519
779,2139,0,0.045,drift,1520
847,1818,0,0.07,drift,1521
1174,984,0,0.995,drift,1522
620,2791,0,0.7274488107650712,drift,1523
591,2176,1,0.9649129665954811,drift,1524
1254,527,1,0.5675244494635799,drift,1525
1048,840,0,0.0,drift,1526
208,1870,0,0.05,drift,1527
548,3080,0,0.195,drift,1528
1115,1039,0,0.1,drift,1529
614,1636,0,0.62,drift,1530
389,3021,0,0.21,drift,1531
225,2137,0,0.08,drift,1532
527,3019,0,0.0,drift,1533
597,151,0,0.0,drift,1534
43,3110,0,0.065,drift,1535
759,983,0,0.065,drift,1536
736,338,0,0.05,drift,1537
644,2863,0,0.12,drift,1538
1154,2867,0,0.0,drift,1539
1316,936,0,0.38799999999999996,drift,1540
1170,2250,0,0.09,drift,1541
493,45,0,0.07,drift,1542
939,2921,0,0.14421052631578946,drift,1543
446,1216,0,0.6194,drift,1544
1008,2824,0,0.01,drift,1545
1050,759,0,0.28,drift,1546
1354,593,1,0.42375,drift,1547
360,2946,0,0.065,drift,1548
1296,692,1,0.2,drift,1549
1173,412,0,0.265,drift,1550
1215,1170,0,0.795,drift,1551
139,923,0,0.0,drift,1552
946,2584,0,0.045,drift,1553
753,2441,0,0.025,drift,1554
1320,685,1,0.605,drift,1555
588,939,0,0.0,drift,1556
267,639,0,0.025,drift,1557
511,955,0,0.09,drift,1558
1050,3132,0,0.265,drift,1559
425,1593,0,0.04,drift,1560
536,3166,0,0.155,drift,1561
465,1213,0,0.2089473684210526,drift,1562
610,277,0,0.44,drift,1563
827,2321,0,0.07400000000000001,drift,1564
830,2494,0,0.315,drift,1565
348,3027,0,0.21997827146368337,drift,1566
355,1171,0,0.0,drift,1567
879,2812,1,0.36,drift,1568
764,387,1,0.18,drift,1569
819,2055,0,0.355,drift,1570
615,151,0,0.02,drift,1571
198,1836,0,0.01,drift,1572
157,71,0,0.05,drift,1573
485,2434,1,0.405,drift,1574
737,371,0,0.125,drift,1575
880,297,0,0.04,drift,1576
1075,2188,0,0.145,drift,1577
865,2496,1,0.6975119617224881,drift,1578
654,3003,0,0.005,drift,1579
873,1070,0,0.585,drift,1580
577,1136,0,0.335,drift,1581
1108,1450,0,0.335,drift,1582
581,3039,0,0.935,drift,1583
348,2137,0,0.005,drift,1584
736,954,0,0.0,drift,1585
1175,1599,0,0.005,drift,1586
518,1585,0,0.13860952380952382,drift,1587
819,2153,0,0.3337140108493083,drift,1588
8,1936,1,0.3,drift,1589
653,2573,0,0.66,drift,1590
357,2041,0,0.265,drift,1591
553,369,0,0.0,drift,1592
897,950,0,0.005,drift,1593
631,2529,0,0.36025723889861055,drift,1594
465,954,0,0.075,drift,1595
359,1240,0,0.5,drift,1596
1190,2009,0,0.05,drift,1597
310,2008,0,0.045,drift,1598
496,924,0,0.55,drift,1599
523,273,0,0.295,drift,1600
120,1754,1,0.24,drift,1601
225,2411,0,0.039,drift,1602
233,608,0,0.105,drift,1603
1106,2452,0,0.05,drift,1604
109,2062,0,0.475,drift,1605
1292,1828,0,0.06,drift,1606
1055,2045,0,0.17,drift,1607
620,182,0,0.0,drift,1608
443,3126,0,0.005,drift,1609
741,485,0,0.215,drift,1610
1195,1342,0,0.15,drift,1611
1251,558,0,0.0,drift,1612
1306,1584,0,0.0,drift,1613
1114,3035,0,0.49,drift,1614
1019,312,0,0.10400000000000001,drift,1615
578,2257,0,0.55,drift,1616
77,1606,1,0.585,drift,1617
594,2853,0,0.06,drift,1618
1133,2171,1,0.63592806343105,drift,1619
316,1171,0,0.013999999999999999,drift,1620
63,2129,1,0.8990070206706788,drift,1621
603,2020,0,0.0,drift,1622
47,2133,0,0.04,drift,1623
930,558,0,0.0,drift,1624
823,2364,0,0.59,drift,1625
808,462,0,0.39,drift,1626
1264,204,0,0.385,drift,1627
512,1026,0,0.005,drift,1628
910,3017,0,0.23,drift,1629
799,732,0,0.0,drift,1630
888,273,0,0.205,drift,1631
1269,1083,0,0.025,drift,1632
389,2143,0,0.7033164835164836,drift,1633
624,2269,0,0.22399999999999998,drift,1634
225,1170,0,0.025,drift,1635
92,1517,0,0.46,drift,1636
1324,674,1,0.3,drift,1637
525,2494,0,0.0,drift,1638
87,2821,0,0.02,drift,1639
1176,2687,0,0.115,drift,1640
892,355,0,0.0,drift,1641
950,994,0,0.6646924200250102,drift,1642
547,2464,0,0.005,drift,1643
823,2877,0,0.63,drift,1644
233,744,0,0.27,drift,1645
361,354,0,0.0,drift,1646
176,3021,0,0.565,drift,1647
321,3120,1,0.99,drift,1648
1201,3119,0,0.08,drift,1649
866,2177,0,0.0,drift,1650
431,1137,0,0.55,drift,1651
382,2251,0,0.0,drift,1652
1330,3213,0,0.028999999999999998,drift,1653
732,1293,0,0.025,drift,1654
547,1010,0,0.01,drift,1655
573,1646,1,0.9543478260869566,drift,1656
1215,1973,0,0.005,drift,1657
389,307,0,0.06,drift,1658
1262,984,0,0.31,drift,1659
157,3077,0,0.045,drift,1660
15,1183,0,0.225,drift,1661
263,2162,0,0.09,drift,1662
768,382,1,0.02,drift,1663
396,3034,0,0.03,drift,1664
1014,3132,0,0.13,drift,1665
946,2039,0,0.865,drift,1666
511,3204,0,0.02,drift,1667
1176,1364,0,0.0,drift,1668
139,368,0,0.0,drift,1669
594,606,1,0.185,drift,1670
1110,2018,1,0.125,drift,1671
531,1720,0,0.05303571428571429,drift,1672
706,198,0,0.14,drift,1673
1330,1696,0,0.0,drift,1674
496,2441,0,0.28421052631578947,drift,1675
1264,1427,0,0.345,drift,1676
804,2132,0,0.0,drift,1677
981,3021,0,0.76,drift,1678
452,2524,1,0.7274488107650712,drift,1679
648,1190,0,0.215,drift,1680
867,782,0,0.08,drift,1681
1170,1117,0,0.205,drift,1682
786,370,0,0.005,drift,1683
