ltable_id,rtable_id,label,base_score,shift_score
287,330,0,0.0,0.0
1179,342,0,0.0,0.0
858,3187,0,0.7692857142857144,0.7442857142857143
565,372,0,0.0,0.0
368,2864,0,0.555,0.515
17,1984,1,0.455,0.35
574,3215,0,0.0,0.0
532,2302,0,0.525,0.45
1118,338,0,0.004375,0.015
910,75,0,0.0,0.0
883,372,0,0.0,0.0
823,2206,0,0.0,0.0
1258,2402,1,1.0,1.0
580,922,0,0.0,0.0
514,2816,0,0.0,0.0
1272,783,0,0.0,0.0
773,2316,0,0.175,0.185
937,1551,0,0.005,0.105
1281,3162,0,0.38,0.41
999,1103,0,0.11,0.11
1225,1373,0,0.0,0.02
1293,2998,0,0.15,0.16
858,2853,0,0.0,0.0
606,998,0,0.0,0.0
527,216,0,0.0,0.005
606,1159,0,0.0,0.0
625,127,0,0.215,0.19
514,1497,0,0.0,0.0
965,2819,0,0.02,0.03
528,3087,0,0.0,0.0
772,923,0,0.0,0.0
1185,535,0,0.335,0.31
646,832,0,0.175,0.175
1221,2323,0,0.028999999999999998,0.044000000000000004
1170,1167,0,0.015,0.015
1308,2367,0,0.0,0.0
1105,2720,0,0.005,0.005
572,954,0,0.9693478260869566,0.7793478260869565
851,2273,0,0.015,0.015
67,1117,0,0.0,0.0
641,333,1,0.695,0.63
726,2788,1,0.755,0.755
157,37,0,0.145,0.12
799,2612,0,0.005,0.105
1186,946,0,0.0,0.0
254,1777,0,0.02,0.02
1322,893,0,0.0,0.005
382,216,0,0.0,0.0
46,2622,0,0.015,0.065
216,1564,0,0.04,0.1
1272,1039,0,0.01,0.01
431,1715,0,0.0,0.0
1096,1351,1,1.0,1.0
282,2987,0,0.015,0.07
211,3091,0,0.0,0.0
1179,2850,0,0.0,0.0
948,2077,0,0.305,0.315
1279,523,0,0.0,0.0
753,3199,0,0.0,0.01
287,2141,0,0.0,0.0
1177,1585,0,0.0,0.0
474,998,0,0.0,0.005
858,1207,0,0.04,0.065
444,2048,0,0.015,0.025
943,880,1,0.93,0.93
823,1162,0,0.08,0.08
1330,508,0,0.035,0.035
1326,678,1,0.72,0.69
551,2216,0,0.0,0.005
1074,2095,1,0.825,0.775
454,2945,0,0.275,0.26
517,566,0,0.01,0.05
504,531,0,0.0,0.005
1078,2402,0,0.0,0.0
670,558,0,0.0,0.005
547,2877,1,0.59,0.545
279,1437,0,0.06,0.065
323,3119,0,0.33335515873015864,0.2994662698412698
1179,1816,0,0.0,0.0
24,1583,0,0.52,0.51
371,2206,0,0.0,0.0
132,582,0,0.005,0.03
823,1514,0,0.245,0.265
93,1643,0,0.15,0.165
559,176,0,0.01,0.015
515,2227,0,0.005,0.0
274,647,0,0.0,0.0
736,2193,0,0.0,0.005
1272,1048,1,0.368,0.39799999999999996
604,2848,0,0.0,0.0
1310,2771,0,0.5,0.51
617,2999,0,0.04,0.09
1127,2392,0,0.0,0.0
41,851,0,0.0,0.0
1287,2065,0,0.205,0.19
248,36,0,0.065,0.06
1329,2143,1,0.23,0.335
1099,2922,0,0.245,0.26
1038,2310,0,0.005,0.005
514,3027,0,0.045,0.045
402,2945,0,0.665,0.685
369,3007,0,0.29,0.28
157,49,0,0.48,0.005
587,2833,0,0.0,0.0
602,71,0,0.0,0.005
1257,2030,0,0.525,0.465
1287,1039,0,0.02,0.02
1001,2550,0,0.005,0.005
1287,1733,0,0.69,0.68
622,878,0,0.005,0.005
516,960,0,0.215,0.285
271,945,0,0.0,0.0
6,327,0,0.005,0.045
371,2848,0,0.335,0.35
101,1670,1,0.593125,0.53
135,1922,0,0.0,0.0
1326,2105,0,0.015,0.03
1075,1384,0,0.01,0.01
316,305,0,0.42,0.395
35,2050,0,0.01,0.04
541,1007,0,0.02,0.025
517,372,0,0.0,0.0
859,802,0,0.005,0.005
441,1059,0,0.7049722222222222,0.6604722222222221
317,1928,0,0.15,0.105
285,2946,0,0.18,0.165
751,3167,0,0.02,0.02
515,307,0,0.0,0.0
561,3034,0,0.0,0.0
350,430,0,0.00875,0.00875
574,1636,0,0.105,0.135
7,1617,0,0.19,0.28
1139,2502,0,0.0,0.0
1177,2833,0,0.075,0.075
522,1120,0,0.0,0.0
146,2316,0,0.09,0.125
574,1010,0,0.0,0.025
856,3111,0,0.03,0.03
883,3188,0,0.0,0.0
766,389,1,0.65,0.7
146,998,0,0.02,0.05
1246,1321,0,0.01,0.025
26,921,0,0.0,0.005
543,1151,0,0.03,0.045
364,2503,0,0.005,0.02
5,202,0,0.09,0.075
361,558,0,0.01,0.035
804,1355,0,0.25,0.31
1229,902,0,0.005,0.005
1148,2839,0,0.015,0.02
512,286,0,0.77,0.725
1324,1115,0,0.03,0.035
124,1442,0,0.095,0.08
1004,2270,0,0.185,0.225
1341,3016,0,0.015,0.155
1258,1083,0,0.0,0.0
789,3108,0,0.0,0.0
518,945,0,0.09,0.105
1258,1040,0,0.048125,0.048125
26,4,0,0.03,0.03
348,332,0,0.0,0.005
734,2060,0,0.04,0.05
455,769,0,0.520640873015873,0.49206944444444445
355,2004,0,0.62,0.52
1014,2987,0,0.015,0.015
1321,1475,0,0.01,0.015
620,190,1,0.765,0.625
565,1017,0,0.005,0.01
737,639,0,0.0,0.0
827,2756,0,0.0,0.015
1204,3127,0,0.01,0.01
527,182,0,0.0,0.005
639,322,1,0.44,0.44
774,2393,0,0.0,0.015
1176,2395,0,0.005,0.005
883,531,0,0.0,0.0
599,3016,0,0.01,0.03
606,1095,0,0.0,0.0
2,1881,1,0.115,0.02
858,3027,0,0.03,0.04
1252,145,0,0.12,0.09
803,354,0,0.135,0.17
109,3048,0,0.415,0.415
1293,1485,0,0.38833333333333336,0.38333333333333336
662,3160,0,0.0,0.0
781,1686,0,0.03,0.02
804,2207,0,0.16166666666666668,0.135
455,3036,0,0.145,0.145
271,1007,0,0.0,0.0
321,2174,0,0.0,0.0
46,2078,1,0.65,0.69
903,2027,0,0.2,0.205
484,3224,0,0.0,0.0
1190,2399,0,0.379,0.379
1055,772,0,0.8313349567099567,0.8097440476190476
562,430,0,0.0,0.005
820,691,1,0.63,0.62
653,2402,0,0.005,0.005
950,294,0,0.0,0.025
44,2996,0,0.36,0.36
1048,1140,0,0.0,0.0
581,1690,0,0.2,0.155
946,1157,0,0.0,0.01
763,1647,0,0.115,0.105
753,3126,0,0.0,0.01
1115,2273,0,0.09,0.09
678,260,1,0.56,0.51
1177,3199,0,0.0,0.005
556,2501,0,0.11,0.125
453,2987,0,0.0,0.0
348,1512,0,0.0,0.01
1177,1182,0,0.005,0.015
858,2833,0,0.0,0.005
736,324,0,0.0,0.01
594,3070,0,0.0,0.0
641,147,0,0.305,0.295
1278,653,0,0.0,0.0
128,2253,0,0.24,0.195
632,1026,0,0.0,0.0
171,1182,0,0.015,0.08
518,1105,0,0.0,0.0
579,2318,0,0.005,0.005
516,558,0,0.0,0.01
570,784,0,0.08,0.095
892,960,0,0.01,0.12
1174,923,1,0.595,0.48
1044,2566,0,0.855,0.745
823,1170,0,0.095,0.1
556,3009,0,0.215,0.275
604,1163,0,0.0,0.0
578,3091,0,0.01,0.01
284,2363,0,0.465,0.465
1257,1039,0,0.005,0.005
23,2039,0,0.095,0.095
109,2227,1,0.224375,0.204375
1290,2490,0,0.0,0.0
312,663,0,0.645,0.59
604,808,0,0.0,0.0
382,2292,0,0.0,0.0
605,2853,0,0.165,0.18
502,1651,0,0.11,0.145
502,1785,0,0.115,0.25
974,2307,0,0.94,0.855
1180,2132,1,0.28,0.33
965,2314,1,0.585,0.545
837,1180,0,0.0,0.02
876,151,0,0.07,0.04
784,2577,1,0.82,0.75
1269,2085,0,0.0,0.005
828,2819,0,0.42,0.34
632,2792,0,0.0,0.025
549,1738,0,0.0,0.0
269,1973,0,0.475,0.47
1009,817,1,0.235,0.21
1080,2026,0,0.06,0.05
45,163,0,0.015,0.025
944,2550,0,0.005,0.005
789,2562,1,0.47,0.41
602,1150,0,0.0,0.0
554,647,0,0.0,0.0
1053,759,1,0.825,0.755
1124,878,0,0.0,0.0
1105,2926,0,0.0,0.0
1150,925,1,0.5838888888888889,0.6
258,2669,0,0.0,0.0
858,3190,0,0.0,0.005
565,531,0,0.0,0.0
565,369,0,0.08,0.1
823,998,0,0.035,0.035
574,3199,0,0.0,0.025
1068,1157,0,0.185,0.155
310,2161,0,0.105,0.105
632,2688,0,0.01,0.03
875,1031,0,0.12,0.125
1242,1139,0,0.005,0.015
133,1875,0,0.04,0.045
1116,3067,0,0.02,0.015
616,286,0,0.02,0.02
731,196,0,0.0,0.0
1264,1433,0,0.0,0.0
1243,517,1,0.08,0.12
1341,307,0,0.0,0.005
652,3216,0,0.01,0.04
337,3061,0,0.275,0.26
1177,1497,0,0.0,0.0
207,1525,1,0.145,0.18
1348,600,1,0.65,0.6
418,2884,0,0.23317098662207358,0.40317098662207357
1071,1197,0,0.38,0.37
645,286,0,0.085,0.085
760,577,0,0.085,0.045
264,1180,0,0.005,0.065
662,1720,0,0.125,0.19
1264,792,0,0.215,0.195
1321,307,0,0.015,0.02
606,2998,0,0.0,0.0
225,1518,0,0.005,0.005
619,290,1,0.66,0.675
881,2283,0,0.225,0.23
512,915,0,0.005,0.02
368,603,0,0.18,0.18
389,423,0,0.05,0.05
615,954,0,0.005,0.01
859,2398,0,0.23,0.325
930,2860,0,0.005,0.025
523,1137,0,0.0,0.0
157,3164,0,0.19,0.115
541,2877,0,0.115,0.125
79,2489,0,0.645,0.625
710,2565,0,0.465,0.355
837,3166,0,0.005,0.005
78,1584,0,0.0,0.0
520,1402,0,0.005,0.005
891,2860,0,0.0,0.005
518,2195,0,0.0,0.015
176,1475,1,0.965,0.945
222,2685,0,0.0,0.01
433,2242,1,0.489375,0.479375
539,2843,0,0.0,0.0
1353,3021,0,0.01,0.07
609,3134,0,0.005,0.035
522,2867,0,0.0,0.0
272,1186,0,0.0,0.01
230,2334,0,0.0,0.025
608,521,0,0.0,0.01
944,1167,0,0.0,0.0
597,521,1,0.5420357142857143,0.5120357142857143
1270,466,1,0.905,0.835
654,533,0,0.015,0.055
875,178,0,0.0,0.015
876,324,0,0.0,0.005
1322,921,0,0.05,0.22
511,2863,0,0.04,0.045
731,647,0,0.0,0.0
779,535,0,0.265,0.285
604,2137,0,0.0,0.0
1182,2608,0,0.015,0.02
264,331,0,0.045,0.085
250,1923,0,0.0,0.005
562,954,1,0.915,0.755
1162,2238,0,0.015,0.015
465,99,0,0.0,0.01
431,3109,1,0.53,0.53
1229,1082,1,0.18,0.175
348,375,0,0.0,0.0
941,2264,0,0.015,0.015
632,1497,0,0.0,0.0
532,1311,0,0.715,0.665
1053,2045,0,0.01,0.01
645,2853,0,0.145,0.16
1170,2331,0,0.02661904761904762,0.02661904761904762
900,333,0,0.305,0.325
1008,1190,0,0.0,0.005
605,2818,0,0.005,0.015
26,2391,0,0.0,0.0
145,375,0,0.0,0.0
1259,2544,0,0.0,0.0
1174,176,0,0.23,0.22
734,2045,0,0.01,0.025
198,125,0,0.0,0.01
821,185,1,0.935,0.82
851,1955,0,0.05,0.05
1036,3036,0,0.165,0.165
500,1157,0,0.105,0.105
934,663,0,0.495,0.45
566,2799,0,0.1,0.07
892,426,0,0.09,0.1
999,1870,0,0.175,0.185
592,2154,0,0.0,0.01
181,534,0,0.01,0.045
114,3080,0,0.0,0.0
1198,1108,0,0.61,0.695
858,2137,0,0.02,0.025
592,372,0,0.18,0.265
1175,265,0,0.005,0.005
1353,260,0,0.13,0.16
1072,561,0,0.01,0.01
578,2837,0,0.0,0.0
6,192,0,0.005,0.005
910,1865,0,0.005,0.18
654,2766,0,0.03,0.05
1174,521,0,0.0,0.01
517,465,0,0.14,0.14
1038,2046,0,0.115,0.115
837,368,0,0.0,0.07
602,254,0,0.0,0.01
1300,1140,0,0.545,0.57
222,1006,0,0.02,0.035
1292,36,0,0.085,0.07
799,1961,0,0.0,0.0
516,70,0,0.0,0.045
100,1542,0,0.125,0.3
548,3034,0,0.525,0.465
176,2062,0,0.0,0.01
1300,840,0,0.78,0.795
648,1534,0,0.11,0.085
303,3,0,0.015,0.01
1078,2432,0,0.005,0.06
271,2837,0,0.0,0.0
650,2450,0,0.0,0.005
401,2948,0,0.249375,0.344375
1138,934,1,0.7635,0.6934999999999999
554,2143,0,0.61,0.62
93,375,0,0.055,0.1
350,3161,0,0.6159523809523809,0.5484523809523809
1257,1083,0,0.005,0.005
516,75,0,0.005,0.005
981,621,0,0.48035714285714287,0.4517857142857143
760,1464,0,0.005,0.015
1105,3056,0,0.005,0.005
88,521,0,0.03,0.035
584,1497,0,0.0,0.0
999,2002,0,0.025,0.02
961,1140,0,0.1383333333333333,0.13333333333333333
797,2799,0,0.22,0.25
228,1011,0,0.0,0.01
1272,1083,0,0.005,0.005
511,1159,0,0.0,0.0
251,1893,0,0.0,0.0
1262,352,0,0.0,0.005
55,2105,1,0.5413888888888888,0.4963888888888889
580,3133,0,0.0,0.0
628,625,0,0.51,0.465
515,196,0,0.004285714285714285,0.004285714285714285
389,836,0,0.5392857142857143,0.4692857142857143
516,984,0,0.0,0.0
605,2867,0,0.0,0.005
736,4,1,0.569,0.569
522,945,0,0.02,0.075
787,2567,1,0.858886002886003,0.830336940836941
656,229,1,0.09,0.11
1322,190,0,0.005,0.015
281,2990,0,0.4319572466865666,0.48922915050738347
515,260,0,0.0,0.0
1145,2863,0,0.0,0.0
359,1561,0,0.405,0.37
875,165,0,0.005,0.005
1026,2327,1,0.065,0.105
930,521,0,0.0,0.005
1259,456,1,0.87,0.755
452,324,0,0.005,0.05
851,2400,0,0.01,0.01
930,531,0,0.0,0.005
465,917,0,0.0,0.01
858,3171,0,0.0,0.005
1303,3110,0,0.005,0.005
349,2076,0,0.005,0.02
657,288,0,0.13,0.12
856,2323,0,0.06,0.06
132,344,0,0.15,0.11
559,331,0,0.015,0.055
866,700,0,0.6574929653679655,0.5924063852813852
71,1559,0,0.055,0.055
444,2757,0,0.185,0.16
1105,1427,0,0.71,0.7
993,3080,0,0.0,0.0
267,750,0,0.125,0.16
371,2863,0,0.065,0.065
325,3108,0,0.0,0.01
736,893,0,0.2,0.255
661,521,0,0.0,0.01
465,1146,0,0.205,0.23
1357,413,0,0.08,0.105
799,804,1,0.345,0.345
1116,966,0,0.105,0.11
1272,1062,0,0.01,0.01
1257,792,0,0.0,0.02
216,430,0,0.0,0.015
556,3022,0,0.28,0.245
558,2851,1,0.71,0.72
584,1137,0,0.16,0.165
510,1837,0,0.26,0.2
779,2587,1,0.605,0.66
1005,891,0,0.075,0.095
724,2788,0,0.445,0.455
137,1717,0,0.025,0.07
484,190,0,0.0,0.01
999,2263,1,0.75,0.745
316,1762,0,0.1,0.11
326,3113,0,0.195,0.26
1145,3091,0,0.0,0.0
26,954,0,0.27,0.305
615,331,0,0.005,0.04
523,1514,0,0.005,0.005
121,1768,1,0.195,0.25
188,1513,1,0.8369047619047619,0.8023214285714286
302,2983,0,0.795,0.66
1145,1686,0,0.005,0.0
357,1437,0,0.005,0.005
263,52,0,0.015,0.02
837,145,0,0.0,0.0
518,2818,0,0.005,0.025
599,2313,0,0.0,0.005
1303,3106,0,0.0,0.0
1284,1080,1,0.995,0.995
546,145,0,0.2,0.215
520,1099,0,0.025,0.09
142,92,0,0.09,0.19
1349,354,0,0.015,0.055
722,1117,0,0.015,0.015
319,3110,0,0.025,0.025
512,3027,0,0.01,0.02
1119,2135,0,0.615,0.615
930,2839,0,0.0,0.005
253,469,0,0.0,0.0
615,372,0,0.105,0.17
264,371,0,0.0,0.0
176,1666,0,0.36,0.41
348,1497,0,0.46,0.42
345,1520,1,0.035,0.055
126,2914,0,0.085,0.085
172,1962,0,0.01,0.005
859,2478,0,0.015,0.03
910,955,0,0.0,0.0
638,327,1,0.735,0.6
97,1637,1,0.565,0.565
322,939,0,0.015,0.08
3,1385,0,0.0,0.0
276,2161,0,0.0,0.0
467,2084,0,0.05,0.06
1334,566,0,0.6978571428571427,0.6438571428571427
825,2620,1,0.155,0.155
553,371,0,0.055,0.065
1290,2765,0,0.1,0.1
1011,948,0,0.02,0.02
541,1686,0,0.005,0.015
829,1072,0,0.0,0.0
211,726,0,0.14227777777777778,0.14227777777777778
837,426,0,0.0,0.005
608,1017,0,0.0,0.035
874,788,0,0.1,0.195
1146,2452,0,0.01,0.01
705,2920,0,0.61,0.525
951,2915,0,0.0,0.0
672,2846,1,0.55,0.63
1337,2117,0,0.365,0.365
1269,2065,0,0.20800000000000002,0.193
44,845,0,0.005,0.005
793,1690,0,0.825,0.745
753,2112,0,0.005,0.01
325,3106,0,0.0,0.01
620,521,0,0.0,0.005
543,331,0,0.0,0.005
371,915,0,0.0,0.0
145,2600,0,0.0,0.0
547,1105,0,0.253875,0.238875
747,248,0,0.2,0.205
258,1767,0,0.17,0.18
448,2147,1,0.36,0.395
1066,2023,0,0.0,0.0
582,2799,0,0.09,0.055
265,984,0,0.03,0.08
991,832,1,0.269375,0.319375
608,192,0,0.0,0.0
852,1446,0,0.0,0.005
168,2820,0,0.075,0.075
1018,398,0,0.0,0.0
605,1011,0,0.01,0.01
409,2902,0,0.58,0.545
169,1501,1,0.865,0.78
773,2137,0,0.255,0.005
484,3019,0,0.0,0.005
88,893,0,0.0,0.005
287,2591,0,0.0,0.0
858,2497,0,0.0,0.005
578,2165,0,0.005,0.005
1145,2847,0,0.35,0.36
134,1882,0,0.125,0.255
971,260,0,0.28,0.215
709,2768,0,0.8006661255411257,0.8128630952380953
837,954,0,0.165,0.285
1315,671,0,0.045,0.04
322,893,0,0.11,0.18
1275,783,0,0.1,0.1
1080,2057,0,0.5277272727272727,0.545
539,3062,0,0.02,0.03
60,2106,1,0.495,0.53
202,2219,0,0.0,0.0
571,915,0,0.005,0.005
517,750,0,0.0,0.0
285,3030,1,0.72,0.665
614,998,0,0.02,0.02
515,621,0,0.02,0.025
154,1896,0,0.06,0.065
578,2867,0,0.005,0.005
93,2850,0,0.26,0.255
588,3161,0,0.055,0.09
550,2419,0,0.21,0.485
157,1865,0,0.14,0.105
546,1900,0,0.64,0.615
50,2962,0,0.07,0.085
1130,521,0,0.04,0.06
960,2325,0,0.0,0.0
432,208,0,0.015,0.05
331,3106,0,0.0,0.01
774,1675,0,0.04,0.05
1349,977,0,0.0,0.0
1050,2986,0,0.005,0.01
412,2193,0,0.03,0.215
779,2139,0,0.0175,0.0175
847,1818,0,0.105,0.1
1174,984,0,0.415,0.365
620,2791,0,1.0,0.81
591,2176,1,0.385,0.275
1254,527,1,0.755,0.755
1048,840,0,0.005,0.005
208,1870,0,0.015,0.005
548,3080,0,0.005,0.01
1115,1039,0,0.12,0.12
614,1636,0,0.315,0.335
389,3021,0,0.005,0.035
225,2137,0,0.01,0.05
527,3019,0,0.0,0.005
597,151,0,0.0,0.0
43,3110,0,0.035,0.035
759,983,0,0.05,0.09
736,338,0,0.015,0.195
644,2863,0,0.095,0.095
1154,2867,0,0.0,0.0
1316,936,0,0.33399999999999996,0.245
1170,2250,0,0.005,0.005
493,45,0,0.09,0.165
939,2921,0,0.005,0.03
446,1216,0,0.045,0.055
1008,2824,0,0.0,0.005
1050,759,0,0.625,0.55
1354,593,1,0.85,0.78
360,2946,0,0.0,0.0
1296,692,1,0.275,0.23
1173,412,0,0.24,0.205
1215,1170,0,0.41227777777777774,0.3822777777777777
139,923,0,0.0,0.0
946,2584,0,0.28,0.35
753,2441,0,0.0,0.005
1320,685,1,0.5983333333333333,0.5683333333333332
588,939,0,0.0,0.0
267,639,0,0.0,0.0
511,955,0,0.095,0.11
1050,3132,0,0.335,0.36
425,1593,0,0.03,0.03
536,3166,0,0.08,0.07
465,1213,0,0.095,0.1
610,277,0,0.96,0.9
827,2321,0,0.03,0.055
830,2494,0,0.47,0.46
348,3027,0,0.0,0.0
355,1171,0,0.015,0.01
879,2812,1,0.45483333333333326,0.44983333333333325
764,387,1,0.075,0.11
819,2055,0,0.5588888888888889,0.5438888888888889
615,151,0,0.0,0.01
198,1836,0,0.01,0.03
157,71,0,0.015,0.02
485,2434,1,0.3,0.31
737,371,0,0.0,0.01
880,297,0,0.085,0.085
1075,2188,0,0.04,0.045
865,2496,1,0.33666666666666667,0.33166666666666667
654,3003,0,0.035,0.07
873,1070,0,0.02,0.135
577,1136,0,0.03,0.06
1108,1450,0,0.325,0.325
581,3039,0,0.65,0.51
348,2137,0,0.0,0.005
736,954,0,0.0,0.0
1175,1599,0,0.0,0.015
518,1585,0,0.0,0.0
819,2153,0,0.01,0.01
8,1936,1,0.32,0.32
653,2573,0,0.36,0.325
357,2041,0,0.335,0.395
553,369,0,0.0,0.005
897,950,0,0.01,0.05
631,2529,0,0.015,0.03
465,954,0,0.0,0.01
359,1240,0,0.345,0.305
1190,2009,0,0.027708333333333335,0.027708333333333335
310,2008,0,0.1,0.11
496,924,0,0.05,0.03
523,273,0,0.095,0.175
120,1754,1,0.6894444444444444,0.625
225,2411,0,0.015,0.02
233,608,0,0.115,0.135
1106,2452,0,0.0,0.0
109,2062,0,0.005,0.005
1292,1828,0,0.03,0.015
1055,2045,0,0.005,0.005
620,182,0,0.0,0.045
443,3126,0,0.0,0.0
741,485,0,0.08,0.09
1195,1342,0,0.065,0.065
1251,558,0,0.0,0.01
1306,1584,0,0.0,0.0
1114,3035,0,0.67,0.66
1019,312,0,0.155,0.16
578,2257,0,0.6216666666666666,0.6016666666666667
77,1606,1,0.6169444444444444,0.5927777777777777
594,2853,0,0.01,0.01
1133,2171,1,0.2995833333333333,0.28325
316,1171,0,0.01,0.025
63,2129,1,0.8990070206706788,0.9006319819143397
603,2020,0,0.0,0.0
47,2133,0,0.265,0.32
930,558,0,0.0,0.005
823,2364,0,0.07,0.075
808,462,0,0.215,0.22
1264,204,0,0.83,0.675
512,1026,0,0.0,0.0
910,3017,0,0.135,0.205
799,732,0,0.005,0.015
888,273,0,0.065,0.045
1269,1083,0,0.005,0.005
389,2143,0,0.36,0.325
624,2269,0,0.185,0.185
225,1170,0,0.0,0.0
92,1517,0,0.02,0.025
1324,674,1,0.545,0.515
525,2494,0,0.0,0.0
87,2821,0,0.0,0.0
1176,2687,0,0.01,0.01
892,355,0,0.005,0.075
950,994,0,0.595,0.475
547,2464,0,0.0,0.0
823,2877,0,0.045,0.04
233,744,0,0.8058333333333334,0.7791666666666666
361,354,0,0.0,0.045
176,3021,0,0.02,0.015
321,3120,1,0.96,0.89
1201,3119,0,0.045,0.05
866,2177,0,0.0,0.0
431,1137,0,0.205,0.205
382,2251,0,0.0,0.0
1330,3213,0,0.0,0.02
732,1293,0,0.005,0.01
547,1010,0,0.0,0.005
573,1646,1,0.835,0.785
1215,1973,0,0.0,0.0
389,307,0,0.16,0.155
1262,984,0,0.11,0.075
157,3077,0,0.085,0.055
15,1183,0,0.045,0.08
263,2162,0,0.01,0.015
768,382,1,0.215,0.255
396,3034,0,0.0,0.0
1014,3132,0,0.14,0.165
946,2039,0,0.015,0.015
511,3204,0,0.0,0.005
1176,1364,0,0.0,0.0
139,368,0,0.0,0.0
594,606,1,0.145,0.175
1110,2018,1,0.78,0.73
531,1720,0,0.037321428571428575,0.037321428571428575
706,198,0,0.02,0.03
1330,1696,0,0.0,0.005
496,2441,0,0.01,0.015
1264,1427,0,0.15,0.17
804,2132,0,0.0,0.0
981,3021,0,0.0,0.045
452,2524,1,0.419,0.414
648,1190,0,0.14,0.09
867,782,0,0.01,0.01
1170,1117,0,0.27,0.285
786,370,0,0.0,0.0
324,2064,0,0.005,0.005
844,969,1,0.02,0.045
225,2165,0,0.005,0.005
1083,983,1,0.8,0.705
274,1666,0,0.125,0.145
897,2393,0,0.01,0.05
1002,802,1,0.475,0.47
270,2141,0,0.0,0.0
618,1183,0,0.015,0.015
13,2425,0,0.345,0.345
778,3039,0,0.005,0.02
1294,2159,0,0.045,0.16
29,3207,0,0.795,0.65
593,946,0,0.0,0.025
646,3021,0,0.05,0.14
1037,768,1,0.8232723248973253,0.7121381257631256
1212,2060,0,0.0,0.02
1054,762,0,0.02,0.02
574,3190,0,0.055,0.06
803,3188,0,0.0,0.005
852,2998,0,0.0,0.0
282,2835,0,0.055,0.075
540,2521,0,0.04,0.05
1332,288,0,0.0,0.0
1118,426,0,0.0,0.0
819,558,0,0.0,0.01
597,1678,0,0.295,0.29
1241,3055,0,0.23,0.23
284,312,0,0.0,0.0
606,1886,0,0.0,0.005
642,428,0,0.0,0.0
480,1519,0,0.435,0.41
646,2143,0,0.08,0.145
1102,967,1,0.85,0.795
572,372,0,0.125,0.145
541,3190,0,0.0,0.005
204,53,0,0.04,0.005
625,2755,0,0.0,0.0
498,2027,0,0.38,0.38
541,3187,0,0.27449999999999997,0.2645
578,1687,0,0.0,0.01
133,46,0,0.565,0.595
892,2807,0,0.01,0.01
490,327,0,0.04,0.1
933,3119,0,0.335,0.265
543,1667,0,0.03,0.03
186,1518,1,0.98,0.98
599,3021,0,0.03,0.05
601,2048,1,0.585,0.625
592,176,0,0.005,0.03
671,2993,0,0.02,0.025
557,448,0,0.0,0.0
624,195,0,0.015,0.015
556,3048,0,0.72,0.72
1196,2508,0,0.0,0.01
258,2803,0,0.0,0.0
1212,2133,0,0.235,0.295
883,216,0,0.0,0.0
668,220,1,0.08,0.085
642,911,0,0.1,0.165
910,1017,0,0.04,0.11
578,3027,0,0.09,0.105
571,2474,0,0.105,0.12
1258,1044,1,0.435,0.465
339,3066,0,0.11,0.155
1061,1559,0,0.13,0.07
592,955,0,0.0,0.0
517,2839,0,0.01,0.06
1158,985,0,0.505,0.495
1064,691,0,0.7,0.655
138,1991,0,0.055,0.035
484,921,0,0.0,0.005
285,450,0,0.035,0.035
597,426,0,0.0,0.0
599,423,0,0.005,0.005
110,2592,0,0.0,0.0
662,77,0,0.0,0.0
907,1118,0,0.01,0.02
425,2560,0,0.045,0.04
553,999,0,0.02,0.045
578,3187,0,0.0,0.0
146,3183,0,0.0,0.0
522,3199,0,0.0,0.005
1130,2393,0,0.0,0.015
135,100,0,0.005,0.005
522,2837,0,0.0,0.0
1195,1033,0,0.055,0.105
699,2054,0,0.0,0.0
565,452,0,0.01,0.085
1099,2425,1,0.995,0.995
350,99,0,0.0,0.035
423,2816,0,0.115,0.125
970,2714,0,0.525,0.45
518,2600,0,0.0,0.0
271,2497,0,0.0,0.0
804,2274,0,0.18666666666666668,0.15
511,3220,0,0.0,0.005
916,3106,0,0.11,0.09
640,323,1,0.14,0.195
584,3160,0,0.015,0.045
1262,3161,0,0.0,0.01
493,2391,0,0.0,0.0
12,1159,0,0.0,0.0
895,2560,0,0.15,0.13
129,3159,0,0.01,0.01
333,168,0,0.0,0.0
26,367,0,0.0,0.0
396,1311,0,0.0,0.0
548,3063,0,0.15,0.15
26,3017,0,0.0,0.005
225,1001,0,0.0,0.0
1284,2960,0,0.0,0.0
1072,2046,1,0.12,0.25
564,1097,0,0.0,0.005
1202,2892,0,0.035,0.06
606,2257,0,0.0,0.0
0,1878,1,0.87,0.855
662,2959,0,0.0,0.0
1022,306,0,0.02,0.065
275,3108,0,0.05,0.045
1304,1116,0,0.025,0.04
70,1485,0,0.0,0.0
873,3063,0,0.01,0.01
398,2938,0,0.24317098662207356,0.33817098662207357
44,832,0,0.03,0.03
45,2849,0,0.0,0.0
1227,1088,1,0.64,0.64
275,2995,0,0.21,0.225
329,2894,0,0.655,0.64
877,195,1,0.055,0.04
821,2096,0,0.4344444444444444,0.33444444444444443
165,1728,0,0.33,0.335
109,3016,0,0.025,0.065
541,3194,0,0.005,0.01
27,3160,0,0.0,0.01
1177,1014,0,0.57,0.535
135,1129,0,0.0,0.0
1262,324,0,0.0,0.01
1111,2680,0,0.01,0.01
274,832,0,0.05,0.05
840,2292,0,0.0,0.0
654,2961,0,0.0,0.0
687,97,0,0.005,0.005
602,1146,0,0.325,0.33
